Date,Tm,Opp,Quarter,Time,Down,Yards,Location,Score,Detail,Yds,EPB,EPA,Diff
2017-11-12,Jaguars,Chargers,5,7:22,1,10,SDG 49,17-17,Leonard Fournette middle for 2 yards (tackle by Jatavis Brown),2,2.320,2.050,-0.27
2017-11-12,Jaguars,Chargers,5,6:37,2,8,SDG 47,17-17,Blake Bortles pass incomplete deep right intended for Marqise Lee,,2.050,1.360,-0.69
2017-11-12,Jaguars,Chargers,5,6:30,3,8,SDG 47,17-17,Blake Bortles pass incomplete short right intended for Jaydon Mickens. Penalty on Josh Wells: Offensive Holding (Declined),0,1.360,0.130,-1.23
2017-11-12,Jaguars,Chargers,5,6:22,4,8,SDG 47,17-17,Brad Nortman punts 37 yards fair catch by Travis Benjamin,,0.130,0.380,.25
2017-11-12,Chargers,Jaguars,5,6:14,1,10,SDG 10,17-17,Philip Rivers pass complete short left to Melvin Gordon for 1 yard (tackle by Tashaun Gipson),1,-0.380,-0.710,-0.33
2017-11-12,Chargers,Jaguars,5,5:37,2,9,SDG 11,17-17,Philip Rivers pass incomplete deep right intended for Keenan Allen,,-0.710,-1.300,-0.59
2017-11-12,Chargers,Jaguars,5,5:31,3,9,SDG 11,17-17,Philip Rivers pass incomplete deep left intended for Travis Benjamin is intercepted by A.J. Bouye at JAX-47 and returned for 51 yards. Penalty on Aaron Colvin: Taunting 15 yards,,-1.300,-4.440,-3.14
2017-11-12,Jaguars,Chargers,5,5:11,1,10,SDG 17,17-17,Leonard Fournette middle for 1 yard (tackle by Kyle Emanuel),1,4.440,4.000,-0.44
2017-11-12,Jaguars,Chargers,5,4:39,2,9,SDG 16,17-17,Leonard Fournette middle for 1 yard (tackle by Melvin Ingram),1,4.000,3.340,-0.66
2017-11-12,Jaguars,Chargers,5,3:54,3,8,SDG 15,17-17,Blake Bortles left end for -2 yards,-2,3.340,0.000,-3.34
2017-11-12,Jaguars,Chargers,5,3:17,4,5,SDG 12,20-17,Josh Lambo 30 yard field goal good,,2.680,3.000,.32
2017-10-22,Titans,Browns,5,10:00,,0,OTI 35,9-9,Ryan Succop kicks off 65 yards touchback,,0.000,-0.610,-0.61
2017-10-22,Browns,Titans,5,10:00,1,10,CLE 25,9-9,Isaiah Crowell right guard for no gain (tackle by Da'Norris Searcy),0,0.610,0.060,-0.55
2017-10-22,Browns,Titans,5,9:25,2,10,CLE 25,9-9,Cody Kessler pass incomplete deep right intended for Kenny Britt,,0.060,-0.620,-0.68
2017-10-22,Browns,Titans,5,9:20,3,10,CLE 25,9-9,Cody Kessler pass incomplete short right intended for Kasen Williams,,-0.620,-1.700,-1.08
2017-10-22,Browns,Titans,5,9:14,4,10,CLE 25,9-9,Britton Colquitt punts 38 yards returned by Adoree' Jackson for -1 yards (tackle by Matthew Dayes),,-1.700,-1.330,.37
2017-10-22,Titans,Browns,5,9:05,1,10,OTI 36,9-9,Marcus Mariota pass complete short right to Delanie Walker for 16 yards (tackle by Christian Kirksey),16,1.330,2.390,1.06
2017-10-22,Titans,Browns,5,8:16,1,20,OTI 42,9-9,Marcus Mariota pass incomplete short right intended for Derrick Henry,,1.730,0.500,-1.23
2017-10-22,Titans,Browns,5,8:11,2,20,OTI 42,9-9,Marcus Mariota pass complete short middle to Jonnu Smith for 14 yards (tackle by Mike Jordan),14,0.500,0.000,-0.50
2017-10-22,Titans,Browns,5,7:42,3,6,CLE 44,9-9,Marcus Mariota pass incomplete short left intended for Eric Decker (defended by Mike Jordan),,1.690,0.330,-1.36
2017-10-22,Titans,Browns,5,7:37,4,6,CLE 44,9-9,Brett Kern punts 44 yards touchback,,0.330,-0.280,-0.61
2017-10-22,Browns,Titans,5,7:30,1,10,CLE 20,9-9,Isaiah Crowell right guard for 2 yards (tackle by Jurrell Casey and Kevin Byard),2,0.280,0.000,-0.28
2017-10-22,Browns,Titans,5,6:54,2,8,CLE 22,9-9,Cody Kessler pass incomplete,,0.000,-0.690,-0.69
2017-10-22,Browns,Titans,5,6:48,3,8,CLE 22,9-9,Cody Kessler sacked by Brian Orakpo and Derrick Morgan for -12 yards,-12,-0.690,-2.490,-1.80
2017-10-22,Browns,Titans,5,6:09,4,20,CLE 10,9-9,Britton Colquitt punts 53 yards returned by Adoree' Jackson for 9 yards (tackle by Dan Vitale). Penalty on Briean Boddy-Calhoun: Player Out of Bounds on Punt 5 yards,,-2.490,-2.320,.17
2017-10-22,Titans,Browns,5,5:57,1,10,CLE 49,9-9,DeMarco Murray left guard for 7 yards (tackle by Danny Shelton),7,2.320,2.730,.41
2017-10-22,Titans,Browns,5,5:24,2,3,CLE 42,9-9,DeMarco Murray right guard for no gain (tackle by Jamie Collins),0,2.730,2.020,-0.71
2017-10-22,Titans,Browns,5,4:40,3,3,CLE 42,9-9,Marcus Mariota pass complete short right to Rishard Matthews for 8 yards (tackle by Jamar Taylor),8,2.020,3.310,1.29
2017-10-22,Titans,Browns,5,4:05,1,10,CLE 34,9-9,DeMarco Murray right guard for 3 yards (tackle by Christian Kirksey),3,3.310,3.180,-0.13
2017-10-22,Titans,Browns,5,3:27,2,7,CLE 31,9-9,Derrick Henry right tackle for 1 yard (tackle by Ibraheim Campbell),1,3.180,2.610,-0.57
2017-10-22,Titans,Browns,5,2:49,3,6,CLE 30,9-9,DeMarco Murray left guard for 1 yard (tackle by Derrick Kindred),1,2.610,1.540,-1.07
2017-10-22,Titans,Browns,5,2:00,4,5,CLE 29,9-12,Ryan Succop 47 yard field goal good,,1.540,3.000,1.46
2017-10-15,Ravens,Bears,5,10:00,,0,RAV 35,24-24,Justin Tucker kicks off 68 yards returned by Tarik Cohen for 23 yards (tackle by Chris Matthews),,0.000,-0.280,-0.28
2017-10-15,Bears,Ravens,5,9:55,1,10,CHI 20,24-24,Jordan Howard left tackle for 10 yards (tackle by Patrick Onwuasor),10,0.280,0.940,.66
2017-10-15,Bears,Ravens,5,8:58,1,20,CHI 20,24-24,Mitch Trubisky sacked by Terrell Suggs and Willie Henry for -6 yards,-6,0.280,-1.900,-2.18
2017-10-15,Bears,Ravens,5,8:13,2,26,CHI 14,24-24,Mitch Trubisky pass complete short right to Jordan Howard for 9 yards (tackle by Matt Judon),9,-1.900,-1.220,.68
2017-10-15,Bears,Ravens,5,7:33,3,17,CHI 23,24-24,Mitch Trubisky right end for 9 yards (tackle by Anthony Levine),9,-1.220,-1.240,-0.02
2017-10-15,Bears,Ravens,5,7:08,4,8,CHI 32,24-24,Pat O'Donnell punts 28 yards out of bounds,,-1.240,-1.600,-0.36
2017-10-15,Ravens,Bears,5,7:04,1,10,RAV 40,24-24,Javorius Allen right guard for 6 yards (tackle by Eddie Goldman),6,1.600,1.860,.26
2017-10-15,Ravens,Bears,5,6:32,2,4,RAV 46,24-24,Javorius Allen middle for 2 yards (tackle by Mitch Unrein),2,1.860,1.420,-0.44
2017-10-15,Ravens,Bears,5,5:53,3,2,RAV 48,24-24,Joe Flacco pass incomplete short middle intended for Chris Moore,,1.420,-0.190,-1.61
2017-10-15,Ravens,Bears,5,5:48,4,2,RAV 48,24-24,Sam Koch punts 45 yards,,-0.190,0.380,.57
2017-10-15,Bears,Ravens,5,5:40,1,10,CHI 7,24-24,Jordan Howard left tackle for 53 yards (tackle by Brandon Carr),53,-0.380,2.920,3.30
2017-10-15,Bears,Ravens,5,5:09,1,10,RAV 40,24-24,Tarik Cohen left guard for -1 yards (tackle by Eric Weddle),-1,2.920,2.240,-0.68
2017-10-15,Bears,Ravens,5,5:09,2,11,RAV 41,24-24,Mitch Trubisky pass incomplete short left intended for Zach Miller,,2.240,1.550,-0.69
2017-10-15,Bears,Ravens,5,4:26,3,11,RAV 41,24-24,Mitch Trubisky pass complete deep middle to Kendall Wright for 18 yards (tackle by Lardarius Webb),18,1.550,4.040,2.49
2017-10-15,Bears,Ravens,5,3:43,1,10,RAV 23,24-24,Jordan Howard right guard for -2 yards (tackle by Willie Henry),-2,4.040,3.230,-0.81
2017-10-15,Bears,Ravens,5,3:00,2,12,RAV 25,24-24,Jordan Howard left guard for 1 yard (tackle by Michael Pierce),1,3.230,2.680,-0.55
2017-10-15,Bears,Ravens,5,2:16,3,11,RAV 24,24-24,Jordan Howard left tackle for 2 yards (tackle by Matt Judon),2,2.680,0.000,-2.68
2017-10-15,Bears,Ravens,5,2:11,4,9,RAV 22,24-27,Connor Barth 40 yard field goal good,,1.990,3.000,1.01
2017-10-08,49ers,Colts,5,10:00,,0,SFO 35,23-23,Bradley Pinion kicks off 65 yards touchback,,0.000,-0.610,-0.61
2017-10-08,Colts,49ers,5,10:00,1,10,CLT 25,23-23,Jacoby Brissett right tackle for 1 yard (tackle by Ray-Ray Armstrong),1,0.610,0.200,-0.41
2017-10-08,Colts,49ers,5,9:18,2,9,CLT 26,23-23,Frank Gore middle for no gain (tackle by Earl Mitchell),0,0.200,-0.490,-0.69
2017-10-08,Colts,49ers,5,8:29,1,10,CLT 31,23-23,Marlon Mack right tackle for -1 yards (tackle by Dontae Johnson),-1,1.000,0.320,-0.68
2017-10-08,Colts,49ers,5,7:55,2,11,CLT 30,23-23,Jacoby Brissett middle for 1 yard (tackle by Ray-Ray Armstrong),1,0.320,-0.230,-0.55
2017-10-08,Colts,49ers,5,7:07,3,10,CLT 31,23-23,Jacoby Brissett pass complete short left to Donte Moncrief for 15 yards,15,-0.230,1.990,2.22
2017-10-08,Colts,49ers,5,6:37,1,10,CLT 46,23-23,Jacoby Brissett pass complete deep right to T.Y. Hilton for 46 yards (tackle by Dontae Johnson),46,1.990,0.000,-1.99
2017-10-08,Colts,49ers,5,5:44,1,8,SFO 8,23-23,Jacoby Brissett pass incomplete short middle intended for Darrell Daniels is intercepted by Ray-Ray Armstrong at SFO--1 and returned for 29 yards,,5.370,-0.810,-6.18
2017-10-08,49ers,Colts,5,5:34,1,10,SFO 28,23-23,Matt Breida right tackle for no gain (tackle by Johnathan Hankins),0,0.810,0.260,-0.55
2017-10-08,49ers,Colts,5,4:57,2,10,SFO 28,23-23,Brian Hoyer pass incomplete short left intended for Trent Taylor,,0.260,-0.430,-0.69
2017-10-08,49ers,Colts,5,4:45,1,10,50,23-23,Brian Hoyer pass incomplete short left intended for Kyle Juszczyk (defended by Johnathan Hankins),,2.260,1.710,-0.55
2017-10-08,49ers,Colts,5,4:35,2,20,SFO 40,23-23,Brian Hoyer pass complete short left to Aldrick Robinson for 5 yards (tackle by Darius Butler and Vontae Davis),5,0.360,0.370,.01
